Zip,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08
91791,489600,433700,423900,419800,440900,455300,424100,398500,385200,421800,415200,411400,382600,3.78E+05,377500,374700,362600,378600,369600,380600,357900,370400,384700,368400,385200,387600,415400,401500,395900,4.09E+05,406900,4.08E+05,382600,383500,340600,322300,3.05E+05,338200,385600,399200,391400,367900,372300,365400,351800,345900,332900,319100,3.52E+05,348600,367500,331300,362700,375500,367500,367600,365900,384200,384900,363400,370900,378500,401100,410400,3.97E+05,414400,4.25E+05,455700,472500,476300,502500,4.78E+05,4.73E+05,445200,461300,459300,457800,457400,462200,469600,470800,463100,453900,467100,480100,490300,489400,489500,484700,484100,483100,490400,496700,501500,518100,510900,517600,521800,535600,542700,539300,546900,543400,529400,514500,524600,542600,557300,584100,5.79E+05,578400,548300,565100,577900,5.66E+05,569700,568400,588100,600700,575300,590100,5.55E+05,590400,583400,615800,619900
1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257900,272300,298200,324400,3.04E+05,296500,291800,306800,308500,306900,307200,298400,307800,308900,317300,313300,316800,304700,3.15E+05,3.19E+05,336600,3.44E+05,332600,333600,326900,327500,325300,327800,330500,3.37E+05,344100,348900,309400,316500,315600,362900,340700,346600,344700,358900,358600,347800,340800,333700,333500,333300,355300,365900,380500,372200,368600,3.68E+05,370900,390200,387300,394200,382800,386700,384300,384200,391400,396400,404500,406200,403200,406900,394100,4.05E+05,393500,414900,408400,383500,382300,381500,423500,
22401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201800,216500,213600,215700,233400,228500,224900,220200,231200,236900,234300,261400,292200,275800,232400,205500,240400,232200,231400,218300,242800,238100,222100,219900,219300,252200,255600,257300,227800,231500,236700,2.37E+05,261500,273100,278700,2.65E+05,270500,270900,272300,288600,298400,303300,282900,263500,256100,263800,283700,289400,288300,293700,308300,304200,294200,264600,262200,264300,286400,286700,289200,287300,2.82E+05,281400,274600,283100,265200,265300,266500,290100,2.95E+05,286400,293700,294700,300800,295900,281200,300100,291300,291600,286900,295800,315800,321600,
80222,216500,238800,231300,232300,210300,225600,240200,233500,227700,198200,195200,193500,208100,222600,237400,243900,246400,235200,243400,237500,242800,233600,229800,225800,225900,239200,232100,231500,228400,2.34E+05,232300,223900,218600,205600,217800,197700,194600,179800,190100,195700,206300,216400,230900,219300,239600,229800,236100,219900,223300,233700,225600,232500,230800,2.36E+05,242800,240500,2.51E+05,229900,233700,227300,229600,238400,243300,270400,2.68E+05,271800,277200,284300,288100,271900,270700,271300,269200,270200,268600,274600,2.71E+05,275400,282200,2.88E+05,290700,289600,299100,297900,299900,2.91E+05,297100,301300,309500,306200,333400,331500,3.34E+05,3.15E+05,319200,327800,343700,354600,343700,338300,344700,366100,365300,340800,344200,353600,377500,379600,377600,366400,362700,356800,368600,381500,392700,382300,394900,390200,409400,391200,404200,418900,414800,417700,408900,428900
19468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209800,212500,207400,2.07E+05,213100,210800,210900,206800,224800,230100,231100,218500,202800,2.00E+05,200800,218900,217700,225200,224300,235200,241900,243900,229700,229800,227100,237800,227500,221300,218700,218100,214700,241900,235700,237900,213500,202600,203300,198600,220300,225200,224200,221900,223400,221600,210700,2.03E+05,2.23E+05,226200,229600,211300,2.20E+05,215900,214800,222100,240800,260600,256100,267100,255500,246700,207700,2.06E+05,222900,238100,
97212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422800,446200,430600,445200,428500,456600,4.18E+05,426800,470400,504300,520900,503300,492500,487100,4.71E+05,474600,4.61E+05,4.49E+05,415700,424700,459900,509200,528100,522500,524100,516500,513400,495500,507400,520800,525800,528800,514800,518100,488400,506200,507400,544600,557200,583900,588300,581900,585100,595800,599400,590700,5.78E+05,552800,584200,6.07E+05,634900,622800,617900,631900,631800,621500,603800,609900,631700,645100,634900,615600,6.30E+05,649500,644700,638700,6.00E+05,610500,669700,698400,700200,6.52E+05,647700,6.74E+05,6.29E+05,647700
19406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260200,246400,237500,226900,221900,224200,237900,2.52E+05,255600,253800,2.53E+05,249900,255100,266600,252100,244200,237200,256100,259900,247700,247600,2.55E+05,2.66E+05,269600,264100,257500,250200,262100,260900,2.56E+05,234900,236300,239300,239700,2.29E+05,239200,240800,246200,248300,256900,262400,256900,279200,287500,290500,264500,264500,260400,263200,246100,249900,259400,2.88E+05,302200,300800,292500,2.73E+05,263600,258700,274500,287200,299800,301200,292700,2.94E+05,296300,313200,306500,
94598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851900,850200,832300,829500,831100,8.40E+05,8.21E+05,830900,824600,9.48E+05,9.55E+05,978600,938900,9.61E+05,970800,961900,1038200,1006800,950200,879300,911400,1023500,980500,970900,907100,957400,
55419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299500,296400,306400,318800,331400,323600,319300,311700,324500,321300,316300,313200,339300,337600,320800,3.03E+05,314500,328300,332300,335600,340600,330200,3.31E+05,332700,339200,319400,315400,330800,354200,371200,3.56E+05,372500,371100,3.77E+05,351700,347700,331200,347200,,,,,,,
72223,,,,,,,,,,,,,,,,,,,,,,,,,,341300,321300,320600,339700,363500,383500,3.40E+05,325200,332400,373400,360400,3.51E+05,348100,350200,328200,320400,312500,307100,278500,285900,278700,295800,286300,308400,310900,328600,310900,300100,303900,321800,320700,301300,291300,322800,358500,3.55E+05,342400,316700,331800,325800,3.34E+05,319700,322400,311500,325200,323200,323900,308400,311600,344100,396300,399100,359500,302900,279900,285800,270600,276600,295400,326800,327600,315300,306100,313300,317600,333900,340300,341100,324200,319100,301100,305600,311200,334300,336200,335700,304300,308400,309800,334100,329300,285700,2.78E+05,282700,351800,351500,340800,300100,283100,2.78E+05,2.69E+05,290700,309300,3.40E+05,3.44E+05,342400,332400,3.27E+05,3.25E+05,3.14E+05,310400
98271,256200,255100,253500,254100,247300,252400,247800,258300,256600,261100,2.42E+05,2.31E+05,227600,235200,240600,2.41E+05,224400,228600,217300,228300,211800,220900,248600,251100,253600,230500,224400,2.25E+05,217400,226400,218600,212700,191600,1.98E+05,196300,193600,1.71E+05,168300,1.69E+05,1.55E+05,144900,161900,179400,189700,197600,196600,193300,182100,195600,179700,162100,159700,168100,184600,199900,222300,230800,219700,214800,1.99E+05,202200,200600,218600,203400,212800,208300,221400,214400,2.22E+05,217700,233100,228700,232600,225200,230900,238900,237300,239300,234600,241700,237600,240400,232500,233100,232800,251700,251600,253100,241100,2.44E+05,248200,255900,259200,262400,265400,273500,274400,270600,267700,268900,270800,277500,281200,278400,278800,284500,296100,300100,300200,311800,314300,317400,312100,318500,323600,326100,3.23E+05,324200,322300,3.37E+05,344100,354100,351200,362100,358100,352900
92555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191400,188100,187500,195900,201100,206900,2.01E+05,197900,1.90E+05,186100,187200,1.92E+05,197800,197100,189200,193300,193300,204600,192200,197300,190100,195600,187900,184500,186900,188400,193700,208600,218300,229600,221400,226800,226100,234800,235700,243200,247800,252700,255500,256800,258900,261300,267400,274400,275300,275600,277800,276600,281100,279800,279800,279600,273900,277600,280900,288500,294100,292500,292400,295400,295500,295200,298100,299400,308200,311900,314300,311700,313400,314800,3.20E+05,317600,317900,319700,321400,328800,330100,330700,329600,324400,329300,332400,338100,338100,341600,339500,3.48E+05,354400,365900,359500,354100,358200,356400,361700,356300,367600,361200
78259,2.12E+05,208300,194900,1.90E+05,189700,208200,203600,201400,192700,205800,210500,212500,199500,192100,189200,191800,207500,2.09E+05,214900,193800,190500,189200,207800,211300,202800,187900,183800,189700,206800,215400,222800,206800,215900,204600,203300,190800,195200,215700,214900,221900,206600,205800,194300,189900,193900,199900,2.06E+05,203200,192900,195100,205800,212400,210100,199900,202300,200300,220500,227200,234900,228900,221600,220800,211500,2.20E+05,229600,231400,229400,214900,221900,224100,249200,247300,235100,214500,2.18E+05,229900,233700,229200,227900,230400,2.28E+05,230900,241600,239700,240700,238600,243800,245300,242800,246500,248600,249300,245900,247600,247800,251900,259100,256900,256100,246800,248400,247100,254200,255200,258900,2.52E+05,249900,239400,244800,250500,260400,257600,256400,257600,263700,268100,272500,2.80E+05,274800,275300,266500,270400,265100,271600,271100,
64111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163500,157700,173700,1.77E+05,189600,183100,172600,169200,167400,178300,163900,167500,169100,185700,183400,181300,180400,188300,200100,199800,197600,178500,184100,181500,197900,193900,209400,239700,228600,201600,200900,224700,2.34E+05,
20175,,,,,,,,,,,,,,,,,,,321200,315300,288500,294700,291500,358400,337900,370300,311300,3.41E+05,317800,338300,317900,298200,279700,274100,265400,273600,314100,354300,365400,357100,368500,361300,336700,324500,331900,343800,335700,355700,3.42E+05,327700,324400,348700,374200,354900,3.48E+05,343800,330100,3.56E+05,344600,351800,334700,337700,348200,353800,364300,380600,378300,385600,375500,376800,368200,379200,389800,394100,383400,366200,355900,351700,363600,381500,3.92E+05,389200,367900,368300,367600,383800,388700,390400,393900,392400,395800,3.86E+05,382300,395100,410100,412500,400600,4.22E+05,409600,411300,3.93E+05,403600,4.01E+05,388100,394400,393400,4.04E+05,431100,427300,425100,411400,425800,419500,391900,395700,415100,408500,434400,435500,460300,4.51E+05,427900,434200,428300,458200,452600
33607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64300,71300,71300,78300,76900,76700,68900,76200,75500,77100,7.20E+04,72700,74700,76600,76100,76800,79200,83600,86100,74100,74100,78600,88100,84200,81300,82800,94500,93300,9.50E+04,88800,8.90E+04,89700,92700,92200,90800,9.10E+04,95100,95700,96200,98800,99500,100300,105600,112300,122900,114300,120300,121700,131800,132800,134500,141700,137700,1.40E+05,138200,1.44E+05,140100,142800,144100,149500,151200,161100,162600,181300,1.80E+05,183500,163500,164500,162500,160500,159100,
85340,258600,228600,226800,222100,207800,197600,201900,201400,205400,188600,184500,178100,176100,175300,170100,168300,169900,179400,180900,171200,163800,164800,191600,188700,184600,156700,149100,143100,153600,157800,161600,1.39E+05,1.37E+05,132200,1.38E+05,135800,144800,151400,161700,149800,151200,140900,156400,156900,161600,160600,169800,177600,174800,159200,171600,1.76E+05,193500,198200,192600,189500,1.87E+05,186300,213100,206500,226100,209400,208500,213300,215200,2.22E+05,2.19E+05,222600,274300,276200,2.68E+05,212600,211900,2.15E+05,215300,199400,208900,203600,215600,212300,241500,251200,245300,221700,213700,215900,227100,236300,238900,2.34E+05,230900,232600,238700,229700,238500,238300,250600,257500,256500,259200,251200,257400,264700,266300,263400,257900,269100,281400,291400,288900,309600,299400,297800,284700,3.08E+05,306700,308500,2.80E+05,2.94E+05,301600,314700,303800,292100,291100,299900,304200
37379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138300,153300,152500,148800,1.47E+05,1.53E+05,158600,1.65E+05,165400,163400,168400,167900,163100,150300,134100,141600,145300,161600,186200,186200,180600,151300,146900,1.52E+05,156300,160200,162700,180100,183300,186500,166100,160600,172400,1.78E+05,184600,172300,175900,181700,186700,191500,181200,174500,185900,181700,194700,183100,188800,179200,1.68E+05,
6851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364900,361200,366400,367500,359700,354300,343100,354100,353600,362500,360800,342700,342300,352400,3.77E+05,3.76E+05,374400,379500,385100,361600,369100,370100,376400,3.67E+05,367400,373700,400500,392300,385700,377800,376900,381900,381400,385300,387300,367100,3.72E+05,372700,376700,378700,390900,396500,407100,405700,404500,379800,380600,391900,401900,398700,397700,400100,4.13E+05,398700,406800,399200,413300,3.97E+05,380800,388800,404200,421400,417100,
23834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142600,155300,155900,157200,134500,137300,156600,154600,159100,150500,155300,155900,144300,145800,144100,148800,149700,147900,1.51E+05,146400,142400,1.54E+05,158400,167900,144900,1.49E+05,142700,
90601,462800,392800,409300,416600,426400,453900,423900,399600,309100,300700,317400,379100,378100,398800,360300,335800,299600,326500,354500,373500,336800,322400,324700,350700,354900,346800,343800,361100,365700,365900,370400,349500,331400,287400,2.78E+05,313700,333400,366900,318400,316500,313200,305700,309700,288500,307200,301100,287800,328400,334900,360100,304600,2.97E+05,273900,288800,269800,298400,292500,325700,3.14E+05,324800,3.24E+05,332800,336500,336100,337900,393100,422100,4.32E+05,397700,384500,385700,415500,419800,4.33E+05,409400,423300,421600,422300,404200,407300,377700,381300,3.78E+05,467600,459500,485300,417400,414500,392200,435100,455600,452100,417600,422900,432800,444700,444200,468900,466200,472800,449700,4.52E+05,455600,4.66E+05,469300,466700,481100,482900,4.96E+05,486600,498900,501600,526700,530400,536800,516500,511900,4.92E+05,493500,525800,536600,544800,506700,526400,520100,533100
33056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139900,143600,152300,160900,160200,153600,144100,154500,165500,1.64E+05,154500,1.56E+05,162900,177600,176300,184100,182300,189100,185900,180600,178800,182800,191500,194200,201700,213600,223600,220500,212200,221700,216500,206400,1.95E+05,213700,232700,229100,
17257,,,,,,,,,,,,,,,,,,,,,,,,,,,155900,153900,140600,151500,132700,139600,138200,145200,1.49E+05,150500,159700,159100,151500,149800,146900,149600,143100,144100,141700,148300,154500,160700,151700,160200,162900,165700,148500,138800,142800,152900,167800,172900,1.45E+05,128300,124900,157200,167100,1.66E+05,1.55E+05,153800,158900,153400,141400,138900,138900,155100,163100,169100,159600,152700,151500,158600,1.65E+05,157900,165400,1.59E+05,169700,162300,160500,151100,148100,151100,150600,149100,140200,145300,141600,147200,123100,124500,1.25E+05,143100,147300,1.54E+05,157500,1.57E+05,155200,162100,165400,173500,170400,172600,165600,171800,157600,1.59E+05,154100,166200,160900,168400,170900,172700,166500,172100,172500,176500,157200,157800,155600,
94124,4.75E+05,486200,486200,458700,444900,444900,473100,473100,446800,404200,381600,381300,377800,374200,378200,362500,360300,348700,376400,378900,398400,385200,401200,386100,382300,383900,388300,389500,379500,375900,3.83E+05,361300,368900,352700,345400,325200,3.25E+05,3.46E+05,346800,331300,317600,308500,313900,308500,3.31E+05,321300,323600,3.04E+05,3.32E+05,356200,368500,356600,348800,350900,372600,373400,385400,392600,427100,446500,461600,466900,468900,462400,455100,447100,4.73E+05,492800,522300,523500,526500,515100,518400,525200,533500,555500,568500,602400,590900,5.98E+05,5.97E+05,634800,646700,6.72E+05,649800,645300,639700,658500,6.68E+05,680400,687600,696300,690200,652500,638600,6.52E+05,684800,678900,684900,702200,741300,679600,6.62E+05,639600,697300,705400,722300,726900,7.55E+05,803900,828300,801600,765400,725500,768100,772500,793800,807600,8.13E+05,836200,854300,875200,922700,913400,950800,
33755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105500,100500,98600,102400,102700,99900,103800,105500,108900,1.16E+05,117400,109900,114500,111400,126100,128100,139700,144800,144900,142800,137900,131100,138100,143400,147100,150800,145700,155500,152600,162800,162400,168300,154300,151500,146500,157800,160500,165200,167900,172300,1.75E+05,180700,1.77E+05,176900,171300,169300,171700,178800,201800,202900,208400,199500,2.03E+05,195600,
83713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176800,161300,180100,182900,182900,186200,183600,188900,185200,186800,200900,197300,216700,205500,205900,183300,180900,180100,181400,184900,182600,179700,176600,181300,179500,1.81E+05,183100,193900,1.96E+05,210100,208600,204100,190400,202300,214400,217100,206600,197900,199600,198300,203900,2.02E+05,205100,209600,211700,214300,209900,202600,203200,207500,213600,222900,233900,2.37E+05,228100,216200,220700,220200,232400,234100,250100,250700,256200,261500,264800,266800,256100,252600,252700,257100
60134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298600,300900,300700,305500,311600,319500,343400,331900,323800,320600,318500,315800,314700,313700,320600,319600,3.22E+05,310300,310100,316700,327300,328500,319600,323400,325800,3.52E+05,349900,315800,292100,283800,319700,318300,325400,319900,324300,334900,316700,340300,342800,338800,323800,3.04E+05,319500,309900,313300,326100,335600,339700
97005,,,,,,,,,,,,,,,,,,,,,,,,,,,215100,2.07E+05,200100,209200,217100,215400,196800,180400,182700,216900,222800,2.18E+05,167400,149200,140900,169800,1.75E+05,183900,183300,190100,162300,149400,150800,166800,161500,158600,174700,193500,186400,208200,213500,246300,214500,236600,220100,231700,204800,204600,211100,218100,226700,228800,2.29E+05,214400,213800,2.24E+05,238500,237800,2.32E+05,236600,2.43E+05,245200,247800,249800,250100,249900,247500,243500,243400,244800,249400,248900,246700,243100,247800,2.50E+05,247900,252500,264100,280300,2.81E+05,270900,259900,265100,274300,307900,298600,297700,291300,2.98E+05,325400,315400,322800,318200,335500,320800,309800,296400,314400,331200,324200,355800,3.36E+05,371600,360300,365300,335300,310800,324600,326800
2891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308600,302200,290400,286300,325300,272100,239400,206500,219400,259500,255800,270500,2.55E+05,255300,267300,264200,250800,249600,299800,317400,312700,265200,252400,278600,285100,303500,267800,274500,301800,281600,278100,239800,278100,282600,298800,288900,279700,249600,2.55E+05,265700,281700,276800,2.70E+05,262300,264400,275400,291700,298800,313300,312900,309800,303700,317100,282300,290500,2.83E+05,330300,321600,312200,308100,321300,308400,312200,308600,341100,299400,280500,251600,285800,298600,312800,318300,295800,
20603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203300,224300,220800,234800,235200,247800,239700,239500,239200,240400,2.26E+05,223800,225300,224800,229200,227300,248800,243900,255500,244500,244100,234500,245800,258100,273100,2.78E+05,280200,256600,256600,267300,287500,287200,2.77E+05,279500,279500,278300,271300,261100,257200,260300,266600,270400,268200,278800,2.85E+05,292800,285600,2.84E+05,281300,279200,280800,274800,265500,254300,265300,2.94E+05,318400,317800,289600,279900,278200,303900,299800,320300,316200,313500,
33145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243300,257100,254300,2.63E+05,261900,270400,273600,263700,259300,257900,265900,286400,287700,293400,278900,274500,317700,316900,314100,274400,287700,291800,3.00E+05,284500,281700,265200,285600,284500,318600,310700,328400,321100,307800,311500,306500,328500,331600,339100,312800,312300,291400,324700,317100,314700,311800,3.22E+05,351700,350700,345200,355400,331100,344100,339900,361100,340700,329600,344900,360800,341800,331300,333800,
80005,236700,239500,236200,241600,241300,249200,247300,244800,243400,248200,249400,251600,239200,2.40E+05,227900,237300,240900,242900,247100,238900,238800,246400,258100,269300,256100,251700,245800,241200,235600,242100,262800,271500,257500,242200,215400,223200,207200,224200,2.18E+05,237100,232500,237300,230300,242800,246100,247500,241600,249300,249400,255400,2.43E+05,252600,253100,266900,265300,277800,2.81E+05,276400,268700,258400,256800,272800,267800,266800,249900,255800,263500,256800,261500,2.73E+05,277600,285400,281500,287800,283800,287400,290200,2.99E+05,303200,308200,309800,310900,312400,3.06E+05,3.06E+05,326800,336400,346100,325900,3.27E+05,324300,331700,3.28E+05,325600,325100,334200,350300,362700,371400,373500,370900,363500,3.59E+05,3.72E+05,380200,382400,3.81E+05,379500,384800,376300,384200,3.82E+05,3.98E+05,399500,415900,418200,422400,424600,4.25E+05,435600,432300,444800,,,,
53222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116500,116200,113400,118900,122400,125300,106200,98400,101800,119500,1.25E+05,120500,122500,122900,132600,119300,121100,119800,117900,119300,115100,127200,123600,126800,129100,129600,129800,132500,1.33E+05,144400,150300,155800,145900,142900,138700,144200,138300,134400,125100,136100,145600,144500,138800,143900,149100,147200,142300,145700,149500
48076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104200,104500,1.10E+05,109400,118500,104500,112200,111800,1.24E+05,123900,120700,121600,1.24E+05,131400,134700,1.29E+05,127200,135600,150900,148500,146900,1.30E+05,135700,132700,138400,130800,130600,143300,147500,1.43E+05,125400,130400,134400,141700,1.46E+05,150300,153500,156200,155900,166900,163400,175400,170700,162800,157800,153100,161900,155600,154500,152100,170500,175400,175200,179500,186300,
48335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217700,219800,233600,230200,238400,235400,234900,2.42E+05,232600,262800,267100,2.75E+05,242400,2.44E+05,238600,2.42E+05,220800,218900,233300,234900,267300,267600,290800,276700,277100,269200,262500,260700,2.81E+05,267800,252400,233400,255900,323200,314800,302200,251100,2.64E+05,272300,282600
23703,215300,204300,204200,203100,195700,188800,176200,179400,178200,198300,190200,189200,181200,192800,196100,188800,175900,176800,172900,177200,172900,185200,191800,202900,1.90E+05,1.95E+05,182900,187200,180200,188800,187900,178700,174800,173900,189900,188800,190200,176600,154400,151400,135900,150800,139100,144100,1.43E+05,169300,176500,169600,166800,1.63E+05,169900,155100,149200,149800,141200,155700,137200,144400,143800,153100,158400,164300,158700,158400,139900,1.51E+05,133900,139800,134400,152800,161400,165900,154600,148500,147300,162400,162700,161600,162700,164900,154800,153100,150900,163400,165400,165400,168600,166200,172700,179500,170200,168100,167700,1.74E+05,167300,159100,163700,1.63E+05,167900,169900,1.77E+05,1.68E+05,166400,164300,168400,169500,160600,171700,168100,184900,178500,173700,171300,177400,172900,173900,183100,202700,2.05E+05,200900,196600,179500,170300,162400,169600,
3801,249100,274200,293400,317700,293700,297100,269200,283900,3.26E+05,336200,312600,246800,2.30E+05,255700,2.75E+05,2.75E+05,252300,2.52E+05,274400,310800,318100,307100,274700,265200,262900,303900,317600,3.33E+05,313600,3.23E+05,2.91E+05,3.21E+05,326400,3.50E+05,295200,306800,305800,298300,259500,261900,295600,297900,305800,316100,327700,329700,292400,279800,290200,314500,317500,315100,303700,306800,3.20E+05,360200,367800,320700,291600,280800,303800,308800,312900,320800,312300,324600,321400,366300,365500,382800,326800,348200,307900,336500,324300,355700,360500,358700,357300,363100,350200,328700,306700,311500,319900,314800,317200,3.68E+05,387600,389400,3.55E+05,348200,355500,352400,353500,333300,342600,356300,398100,392800,386400,352900,355400,355800,394900,397400,410600,389900,445400,438400,433300,379500,380700,408800,444200,490300,497900,4.56E+05,410300,359300,387300,395600,437800,425300,434800,
91763,301500,314100,329700,329900,310700,272400,254100,242500,238400,227900,218900,220800,219600,220500,214500,203800,191400,184400,202100,208200,214200,207600,211800,210500,207400,217600,229600,235100,2.32E+05,219900,2.21E+05,224100,232300,232900,232700,2.29E+05,234800,232500,232600,219100,210300,201100,195200,196700,200100,198600,201200,202900,213300,2.15E+05,224200,235500,236300,232900,221100,216900,227300,231100,245600,240700,248100,246100,251100,254300,267400,276900,2.94E+05,292200,2.91E+05,285300,301300,3.12E+05,3.14E+05,307300,302500,307700,308500,311700,321200,330800,3.41E+05,336700,329200,317100,323700,326900,342700,337700,343500,337300,3.37E+05,335500,335900,341200,343600,348300,353500,362100,371700,3.52E+05,348400,348200,368900,371300,372500,376800,3.82E+05,384800,383700,385900,377900,389900,387600,388500,378400,378200,383900,3.86E+05,394200,412600,4.13E+05,4.25E+05,420300,424800,423600,412700
1880,368200,341800,339300,368800,381800,3.86E+05,359500,359200,350200,357200,324300,338300,335100,352200,331200,331100,337900,341500,342400,365200,390400,397800,398200,385900,386600,366100,3.54E+05,335700,330400,3.50E+05,351300,377400,371100,392700,370300,350900,351100,363600,370600,3.66E+05,340400,360600,367800,381200,357200,346200,352800,359100,357800,346400,337100,355800,345600,368300,320600,353200,342700,389300,358800,350800,340600,344800,359500,353500,375700,377600,386400,383200,377500,391900,388300,378100,359100,374800,398500,404200,395900,392100,373200,388200,389500,412200,428600,445800,435900,398500,389900,410200,428200,421600,419100,414900,445600,447200,419400,416800,418600,457400,435600,444400,435700,455500,453700,456900,449800,4.44E+05,461400,454500,473700,473700,477400,455800,442400,449800,466900,488800,500900,5.12E+05,496700,480200,483400,500300,521800,526400,5.22E+05,
70461,,,,,,,,,,,,,177700,1.79E+05,168400,185300,176600,175700,166700,184500,190500,202500,1.81E+05,169800,150800,154200,162200,179300,174100,180100,1.63E+05,172400,158200,165300,159500,178800,173100,1.68E+05,160100,166200,168500,166200,166600,177100,1.80E+05,197600,1.87E+05,155300,132500,132500,150100,150900,1.46E+05,147600,142500,156500,144800,145500,151400,176800,181100,173700,181800,1.87E+05,177600,158500,150800,161100,1.58E+05,156600,150500,147300,151300,154700,1.57E+05,157600,158400,160100,1.64E+05,161400,162100,162100,157400,157400,163100,1.71E+05,179600,176500,182200,183900,175500,167300,151500,162300,174100,190600,191500,1.85E+05,182500,185400,186800,184100,187700,190800,196400,200600,195900,193400,183500,186700,1.85E+05,183400,183300,192700,195300,204700,198500,189400,185300,193600,199600,195300,205300,221700,216100,
