Zip,FILTER_Median_Value_Per_SQFT_2017-09_to_2018_08,Price_to_Rent_Ratio_2017-09_to_2018-08_avg,FILTER_Sale_Price_2017-08_to_2018-07_avg,PctPriceCut,BuyerSellerIndex,MarketHealthIndex,FILTER_ZHVI,YoY,ForecastYoYPctChange,DaysOnMarket_Average,median_value_per_sqft_avg_scaled_0_1,SCORING_price_to_rent_ratio_scaled_0_1,SCORING_buyer_seller_index_scaled_0_1,SCORING_market_health_index_scaled_0_1,FILTER_days_on__market_bin,SCORING_days_on_market_scaled_0_1
28269,103.5,11.825,191566.6667,16.47058824,1.363636364,4.203839249,197200.0,6.767731456,0.072221095,47.0,0.04210791729702471,0.2288328349817271,0.1363636364,0.4203839249,less than 60 days,0.036170212765957444
20002,521.25,19.435,602541.6667,16.36363636,0.698924731,9.142383649,648200.0,6.349466776,0.051411601,49.0,0.252773575390822,0.42331774387283094,0.06989247309999999,0.9142383648999999,less than 60 days,0.04042553191489362
78130,130.6666667,11.28,224216.6667,,,,,,,,0.05580769878971256,0.21490454650003832,NA,NA,NA,NA
30349,68.58333333,9.279166667,,10.11235955,4.675324675,8.112139207,128200.0,7.912457912,0.124477379,76.5,0.02449991595057993,0.1637702641774643,0.4675324675,0.8112139207,less than 90 days,0.09893617021276596
78572,72.83333333,8.5225,,,,,,,,,0.026643133298033285,0.14443251808121854,NA,NA,NA,NA
94565,276.4166667,15.205,417041.6667,17.2,9.166666667,6.279519403,426700.0,8.575063613,0.098450902,47.25,0.1293074466464952,0.31521378006082446,0.9166666667,0.6279519403,less than 60 days,0.036702127659574466
79912,96.91666667,10.97583333,201150.0,,,,,,,,0.03878803160363086,0.20713111324081884,NA,NA,NA,NA
90046,868.5833333,21.89083333,,13.46153846,5.854545455,9.272199972,1446700.0,5.923268414,0.060170042,72.0,0.42792906369137673,0.4860802302639986,0.5854545455,0.9272199971999999,less than 90 days,0.08936170212765958
78613,133.75,13.27583333,284750.0,27.46212121,7.192982456,1.725590388,292800.0,1.878914405,0.033469945,51.5,0.057362581946545636,0.26591104628280815,0.7192982456,0.1725590388,less than 60 days,0.045744680851063826
75052,102.8333333,10.62166667,207416.6667,19.25465839,1.884816754,9.738986328,204800.0,8.936170213,0.097617188,46.0,0.041771726323751895,0.19807985560581665,0.1884816754,0.9738986327999999,less than 60 days,0.03404255319148936
